posture,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
WALK,0.86,-0.03,0.05,41.81,8.12,7.32,37.49,12.45,39.23
WALK,0.86,0.07,0.08,9.58,22.83,-5.68,36.55,10.52,40.5
WALK,1.13,0.1,0.02,11.05,-6.77,-23.44,36.6,11.16,40.73
WALK,1.44,-0.33,-0.06,-13.31,-18.37,-16.72,37.81,12.72,39.95
WALK,0.89,-0.15,-0.08,-51.45,5.37,-5.07,37.74,15.33,39.18
WALK,0.78,-0.06,0.01,-47.73,0.55,9.64,37.7,17.74,38.33
WALK,0.91,-0.06,0.1,-22.77,5.37,4.09,36.99,19.47,39.53
WALK,1.27,-0.08,0.13,-13.79,-9.77,7.57,37.02,19.68,40.6
WALK,1.05,0.31,-0.06,29.91,-24.48,18.86,37.4,18.92,37.62
WALK,0.98,0.05,0,54.02,25.76,-7.69,37.33,15.55,38.99
WALK,0.73,0,0.04,40.65,15.32,-7.57,37.04,13.67,39.33
WALK,0.97,0.08,0.04,14.59,3.23,-14.77,36.63,12.71,39.86
WALK,1.25,0.09,0.14,17.03,-14.71,-10.07,37.67,14.1,40.48
WALK,0.87,-0.29,-0.07,-24.54,-4.7,-1.95,38.83,13.51,39.69
WALK,0.89,-0.06,-0.02,-70.68,4.58,15.93,37.95,15.11,38.79
WALK,0.78,-0.01,0.05,-38.09,8.73,12.7,36.9,18.24,39.69
WALK,0.96,-0.11,0.06,-11.47,-5.13,10.56,36.69,18.76,40.11
WALK,1.58,0.19,0.02,1.53,-13.79,-2.38,37.16,19.13,38.62
WALK,0.85,0.19,-0.11,64.45,11.23,6.65,37.99,17.3,37.48
WALK,0.79,-0.03,0.01,54.26,9.64,-10.5,37.76,13.98,39.27
WALK,0.92,0.02,0.08,19.29,17.33,-11.96,36.49,12.27,39.89
WALK,1.15,0.05,0.06,5.31,-3.17,-18.98,36.04,12.71,41.35
WALK,1.41,-0.4,-0.06,-4.46,-21.36,-6.29,37.44,13.62,40.12
WALK,0.93,-0.17,-0.05,-53.59,0.79,-6.71,37.78,15.91,39.56
WALK,0.8,-0.04,0.04,-55.97,-3.3,13.37,37.71,18.77,38.24
WALK,0.9,-0.07,0.13,-15.69,5.86,15.75,37.41,19.19,38.48
WALK,1.21,-0.11,0.19,-12.21,-9.83,13,37.27,18.74,38.4
WALK,1.13,0.36,-0.02,18.49,-26.98,12.33,38.54,18.32,38.59
WALK,1.02,0.05,0.04,50.6,28.56,-3.6,37.96,14.4,38
WALK,0.67,0.03,0.03,35.22,17.76,-10.56,37.63,13.62,38.18
WALK,0.91,0.07,0.12,20.14,4.15,-16.85,37.05,12.61,39.11
WALK,1.3,0.07,0.17,10.01,-1.59,-19.47,37.41,13.43,40.37
WALK,0.94,-0.28,-0.04,-17.64,-8.54,-10.44,38.55,14.34,38.72
WALK,0.99,-0.1,-0.01,-58.47,10.19,13.55,38.75,15.77,38.71
WALK,0.71,-0.05,0.06,-47.3,4.58,21.18,37.1,17.26,39.05
WALK,0.93,-0.06,0.1,-23.13,-2.01,16.05,37.72,18.46,38.88
WALK,1.39,0.03,0.06,-3.3,-14.1,7.69,37.61,18.02,38.46
WALK,0.79,0.18,-0.08,47.18,0.12,13.79,38.15,16.72,37.12
WALK,0.88,0.11,0.01,59.57,7.87,-11.17,37.08,14.25,38.85
WALK,0.79,0.03,0.07,37.72,19.96,-12.27,36.44,12.39,38.66
WALK,1.04,0.14,0.06,12.27,1.46,-17.58,35.93,11.1,39.94
WALK,1.35,-0.17,-0.04,23.86,-32.23,-12.82,36.57,12.81,39.61
WALK,0.88,-0.27,-0.12,-54.57,4.03,-8.06,37.32,14.71,38.7
WALK,0.93,-0.08,0.03,-71.11,4.15,17.94,37.16,17.72,38.43
WALK,0.86,-0.03,0.11,-34.61,12.08,17.82,36.78,18.51,38.32
WALK,1.13,-0.11,0.13,-11.66,-4.09,12.57,36.66,18.53,38.83
WALK,1.39,0.28,0.03,11.66,-18.86,3.17,37.43,18.41,38.92
WALK,0.96,0.11,-0.03,53.16,22.64,5.19,37.29,14.47,38.92
WALK,0.72,0.07,0.05,48.1,-0.49,-5.92,36.88,12.71,38
WALK,0.87,0.04,0.12,13.67,10.44,-11.23,36.66,11.72,39.5
WALK,1.16,0.08,0.09,9.22,4.39,-16.24,36.71,12.24,39.89
WALK,1.32,-0.35,0,-2.14,-17.52,-23.68,37.15,13.49,40.09
WALK,1.05,-0.16,-0.06,-51.33,11.84,1.28,37.37,15.53,39.14
WALK,0.71,-0.11,0.05,-39.86,0.79,19.65,37.04,17.21,39.03
WALK,1,-0.01,0.09,-5.43,17.15,17.52,36.01,17.03,40.17
WALK,1.21,-0.08,0.11,6.84,-6.71,20.75,36.13,14.84,41.49
WALK,1.19,0.48,0,46.33,-25.82,1.46,37.1,13.32,39.5
WALK,1,0.02,0.06,52.43,25.39,15.5,37.12,8.54,38.51
WALK,0.61,0.06,0.01,13.92,11.6,-3.17,35.6,6.34,38.84
WALK,0.94,0.2,0.11,3.85,11.96,-13.67,35.38,5.83,39.56
WALK,1.23,0.22,0.16,7.45,-9.28,-19.41,35.79,7.15,40.22
WALK,0.99,-0.16,-0.11,-32.47,-10.74,-22.34,37.76,8.76,39
WALK,0.91,-0.04,0.02,-65.8,3.05,1.22,38.26,12,38.28
WALK,0.83,-0.03,0.08,-41.87,4.82,5.68,37.99,15.03,37.99
WALK,0.92,-0.08,0.08,-20.39,-4.64,11.78,37.7,15.19,39.76
WALK,1.14,0,0.1,-20.81,-19.35,7.39,37.63,16.13,38.55
WALK,0.92,0.23,-0.07,41.81,-9.89,21.12,38.6,15.39,36.1
WALK,0.87,0.09,0.05,44.86,10.68,-11.11,37.11,12.02,37.19
WALK,0.84,0.05,0.12,22.95,15.93,-11.11,37.95,11.08,37.85
WALK,0.96,0.09,0.06,11.78,2.2,-22.58,37.48,11.33,39.55
WALK,1.4,-0.09,0.09,17.21,-22.4,-8.85,37.83,13.44,39.12
WALK,0.9,-0.3,-0.14,-38.02,6.47,-8.85,38.59,13.76,37.12
WALK,0.85,-0.08,0.04,-47.61,-2.01,19.78,38.35,16.61,38.06
WALK,0.8,-0.02,0.09,-20.87,6.04,10.56,38.05,17.4,38.39
WALK,1.07,-0.13,0.16,-15.44,-5.31,7.45,37.89,17.31,38.84
WALK,1.48,0.12,0.21,-3.97,-25.27,8.42,39.25,17.38,36.94
WALK,0.86,0.21,-0.03,45.96,14.34,26.98,40.33,14.88,36.11
WALK,0.81,0.01,0.1,31.25,11.96,-0.31,38.77,11.04,37.5
WALK,0.83,0.07,0.14,-1.53,19.71,-6.59,38.42,10.74,37.52
WALK,1.14,0.15,0.07,14.71,-0.61,-20.69,38.43,11.29,38.16
WALK,1.42,-0.34,0.02,7.08,-16.11,-11.17,38.72,11.74,39.42
WALK,1.02,-0.12,-0.07,-54.32,4.46,-4.94,39.56,14.12,37.4
WALK,0.75,-0.04,0.07,-55.85,-3.36,9.22,38.99,16.55,37.74
WALK,0.85,-0.03,0.15,-23.44,3.91,6.29,38.71,17.68,38
WALK,1.29,-0.07,0.24,-22.03,-6.16,4.82,38.56,18.33,37.11
WALK,1.15,0.36,0.12,18.43,-21.3,6.41,39.62,19.32,36.49
WALK,1.03,0.1,0.05,44.62,28.2,-5.92,38.96,15.98,36.74
WALK,0.69,0.04,0.08,43.27,12.02,-14.53,38.57,14.61,37.74
WALK,0.89,0.05,0.11,22.64,4.52,-15.08,37.49,14.04,38.06
WALK,1.21,0.08,0.25,11.66,-8.42,-10.68,37.82,14.38,39
WALK,0.93,-0.27,-0.05,-23.86,-4.33,-6.96,39.31,14.86,38.17
WALK,1.01,-0.04,0.03,-56.03,4.15,15.32,38.7,16.71,37.78
WALK,0.67,0.01,0.09,-34.97,5.13,19.04,38.02,17.4,38.67
WALK,0.94,-0.1,0.12,-14.4,-0.12,7.14,37.49,17.94,38.17
WALK,1.14,0.04,0.14,-39.43,-13.98,-0.55,37.59,19.27,38.27
WALK,0.9,0.24,-0.1,51.03,-6.96,6.35,38.17,18.64,35.99
WALK,0.95,0.01,0.03,63.11,6.53,-8.18,38.67,15.82,37.49
WALK,0.76,0.01,0.1,43.82,14.53,-9.09,38.12,13.88,37.49
WALK,0.96,0.09,0.09,20.81,3.23,-8.85,37.27,13.04,38.42
WALK,1.22,0.01,0.23,17.27,-25.88,-2.32,38.12,12.56,38.07
WALK,0.94,-0.28,-0.12,-48.95,6.84,-9.28,38.68,14.39,37.89
WALK,0.88,-0.01,0.03,-52.92,1.22,14.65,38.51,16.94,37.28
WALK,0.78,-0.02,0.09,-26,4.09,8.42,38.44,17.72,37.89
WALK,0.97,-0.08,0.18,-9.58,-3.85,4.33,37.98,17.94,38.38
WALK,1.26,0,0.13,-23.5,-20.57,1.28,37.72,18.95,39.89
WALK,0.91,0.18,-0.14,42.11,2.32,15.38,39.65,16.77,37.32
WALK,0.91,-0.03,0.09,42.79,4.39,-7.75,38.6,14.2,37.74
WALK,0.79,0.02,0.12,19.84,18.68,-14.28,37.98,13.83,36.69
WALK,1,0.11,0.08,14.83,-1.46,-13.67,37.77,14.64,38.62
WALK,1.43,-0.13,0.07,14.89,-13.85,-6.84,38.56,14.83,39.33
WALK,1,-0.26,-0.07,-42.54,7.08,-6.84,39.9,14.93,37.34
WALK,0.82,-0.07,0.05,-59.88,2.81,16.85,39.11,18.14,38.01
WALK,0.78,-0.03,0.12,-24.48,6.96,15.01,38.92,17.71,37.65
WALK,1.2,-0.12,0.18,-16.36,-3.78,6.29,38.79,19.01,38.04
WALK,1.37,0.3,0.12,3.36,-24.11,-0.55,39.36,19.93,36.88
WALK,0.89,0.12,-0.01,46.14,24.78,2.75,39.45,18.87,36.27
WALK,0.78,0.05,0.04,45.04,9.64,-18.31,37.99,16.64,37.74
WALK,0.92,-0.03,0.12,21.3,13.43,-11.29,37.48,15,40.22
WALK,1.19,0.03,0.1,13.12,-3.54,-12.94,37.7,15.75,41.43
WALK,1.3,-0.4,0.06,-1.22,-23.8,-6.41,39.33,15.71,39.61
WALK,1.04,-0.06,-0.02,-57.8,9.52,5.25,38.98,17.92,38.79
WALK,0.79,-0.09,0.06,-40.1,6.23,17.82,38.56,19.73,38.54
WALK,0.9,-0.08,0.12,-12.02,7.08,10.8,38.09,19.52,38.56
WALK,1.26,-0.14,0.19,-28.02,-10.19,3.97,37.87,20.48,39.26
WALK,1.2,0.34,0.06,59.2,-34.97,9.28,39.05,20.32,36.69
WALK,0.98,-0.02,0.01,57.5,27.59,1.22,39.43,15.8,37.81
WALK,0.74,0.02,0.04,45.47,12.7,-11.84,38.9,13.83,37.48
WALK,0.93,-0.02,0.13,18.98,10.74,-13.37,38.5,12.34,38.95
WALK,1.22,0.01,0.15,14.47,-4.09,-6.59,38.18,13.34,39.06
WALK,1.1,-0.37,-0.09,-1.65,-18.8,-4.21,39.75,13.07,38.4
WALK,1.02,-0.12,-0.01,-71.23,2.93,18.31,39.27,14.95,38.55
WALK,0.71,0.01,0.06,-57.8,3.91,12.27,38.73,16.43,38.59
WALK,0.94,-0.09,0.1,-18.98,4.27,9.22,38.48,16.85,38.64
WALK,1.13,-0.09,0.18,-36.68,-14.04,3.97,38.06,18.4,38.76
WALK,1,0.39,-0.14,42.05,-8.61,6.65,38.29,19.12,36.39
WALK,1,0.02,0.04,61.65,16.17,-14.4,38.21,15.94,38.27
WALK,0.72,0.01,0.09,43.09,17.15,-7.02,37.4,13.09,38.39
WALK,0.93,0.07,0.08,21.55,6.65,-15.32,37.11,13.09,39.09
WALK,1.29,0.05,0.18,21,-15.56,-9.46,37.82,13.87,39.72
WALK,0.85,-0.28,-0.16,-23.56,-6.41,-7.63,38.45,13.27,39.06
WALK,0.99,-0.07,-0.03,-63.72,0.79,18.55,37.66,15.25,39.06
WALK,0.74,-0.01,0.07,-42.6,4.15,7.87,36.98,17.55,39.48
WALK,0.94,-0.09,0.08,-18.01,-3.48,9.95,36.9,18.86,41.3
WALK,1.31,0.02,0.08,-10.31,-15.01,5.31,37.33,19.43,38.71
WALK,0.87,0.26,-0.08,57.92,-2.75,14.65,37.93,16.97,36.84
WALK,0.87,-0.02,0.02,55.18,5.07,-3.23,37.77,12.71,38.4
WALK,0.85,0.02,0.11,21.48,14.89,-7.02,37.38,11.29,38.5
WALK,0.96,0.1,0.14,0.12,0.92,-11.54,37.12,11.87,39.59
WALK,1.29,0.09,0.19,9.03,-12.7,-8.61,36.57,12.56,39.42
WALK,0.87,-0.26,-0.11,-24.17,0.37,-4.21,38.6,13.04,37.74
WALK,0.88,0,-0.01,-50.96,-4.82,10.68,38.21,15.08,39.33
WALK,0.78,0.03,0.09,-19.78,8.54,12.27,37.89,15.41,38.84
WALK,0.99,-0.08,0.14,-9.83,-6.47,9.52,37.48,15.77,38.88
WALK,1.43,0.12,0.16,-4.21,-14.83,10.44,38.66,15.31,38.2
WALK,0.85,0.27,-0.02,43.88,8.3,26.79,38.93,13.2,37.06
WALK,0.84,0.05,0.09,26.61,15.26,3.42,37.96,9.52,36.39
WALK,0.86,0.09,0.09,-10.07,22.46,3.23,37.05,8.06,37.94
WALK,1,0.26,0.01,14.83,-1.53,-18.74,36.19,8.91,40.05
WALK,1.41,-0.08,0.01,19.78,-26.25,-21.48,37.48,9.7,40.1
WALK,0.9,-0.09,-0.09,-47.85,1.28,-18.43,38.66,12.83,39.49
WALK,0.81,0.01,0.02,-43.4,-1.95,8.24,38.15,15.01,37.66
WALK,0.88,0.01,0.12,-9.89,8.79,3.97,38.17,16.46,37.65
WALK,1.07,-0.09,0.14,3.11,-8.06,3.85,37.73,16.2,39.75
WALK,1.54,0.29,0.14,12.33,-24.54,4.39,38.75,16.19,38.49
WALK,0.87,0.11,-0.02,42.54,16.48,8.48,39.5,13.39,37.06
WALK,0.78,0.05,0.07,21.73,5.62,-12.39,38.54,11.8,39.03
WALK,0.87,0.1,0.15,9.64,16.42,-9.64,37.83,12.41,38.78
WALK,1.08,0.1,0.1,11.72,-1.59,-13,37.38,12.67,39.95
WALK,1.44,-0.29,-0.04,5.43,-28.93,-5.37,38.78,12.74,39.01
WALK,0.95,-0.12,-0.04,-45.04,2.26,-0.55,40.12,13.78,37.77
WALK,0.76,0.02,0.09,-51.27,-8.06,9.64,39.54,16.42,37.18
WALK,0.87,-0.01,0.18,-9.83,9.4,6.71,39.44,16.85,37.5
WALK,1.12,-0.1,0.22,-10.31,-6.53,2.75,39.5,17.09,37.38
WALK,1.33,0.37,0.11,10.31,-24.05,-3.05,39.67,17.82,36.41
WALK,0.96,0.05,0.01,48.83,30.52,0.24,39.79,15.44,35.58
WALK,0.77,0.01,0.07,28.38,11.35,-8.42,39.07,13.62,37.57
WALK,0.91,0.03,0.14,15.87,15.08,-7.2,38.93,13.45,38.02
WALK,1.28,0.07,0.12,20.14,5.8,-9.03,37.82,13.04,40.14
WALK,1.24,-0.35,0.06,-7.57,-17.4,-4.21,38.71,12.27,38.11
WALK,1.06,-0.08,-0.04,-45.1,14.53,-4.21,39.29,14.6,37.01
WALK,0.74,0,0.09,-48.22,6.84,14.47,38.07,15.86,38.67
WALK,0.85,-0.04,0.11,-21.12,6.16,10.56,38.07,17.09,39
WALK,1.28,-0.07,0.18,-17.64,-5.92,8.97,38.31,17.05,38.77
WALK,1.06,0.37,-0.05,18.01,-15.44,4.46,38.75,16.38,37.85
WALK,0.93,0.13,0,57.86,26.86,5.31,37.92,12.62,38.48
WALK,0.66,0.06,0.03,26.61,9.46,-0.31,37.83,10.22,39.39
WALK,0.95,0.19,0.05,3.36,9.4,-9.09,36.46,10.36,40.31
WALK,1.25,0.19,0.12,21.12,-13.43,-20.08,36.77,11.1,41
WALK,0.95,-0.21,-0.08,-11.41,-11.6,-11.96,39,10.49,39.01
WALK,0.95,0.02,0.01,-62.13,0.55,11.35,39.37,13.2,38.35
WALK,0.7,0,0.1,-35.34,1.77,5.98,38.39,15.42,39.76
WALK,0.94,-0.08,0.1,-26.98,-1.22,0.67,38.02,16.39,39.58
WALK,1.21,0.12,0.23,-19.29,-18.13,0.31,39.4,18.23,38.33
WALK,0.87,0.2,-0.09,39.98,7.39,6.59,39.93,17.03,37.11
WALK,0.93,0,0.01,45.65,11.11,-10.8,39.16,14.23,37.06
WALK,0.84,0.02,0.1,31.98,13.43,-6.47,38.24,13.21,39.16
WALK,0.96,0.08,0.11,17.4,-5.74,-9.64,38,13.23,39.1
WALK,1.4,-0.05,0.09,33.08,-31.25,-4.15,38.4,12.29,39.43
WALK,0.89,-0.2,-0.09,-39.43,1.04,-3.17,39.65,13.7,36.93
WALK,0.91,0.04,0.02,-57.56,4.76,15.56,39.21,15.61,36.89
WALK,0.82,-0.01,0.1,-28.26,6.59,15.99,38.77,16.28,37.9
WALK,1,-0.07,0.13,-30.58,-9.16,4.21,37.94,16.75,37.04
WALK,1.54,0.28,0.12,-17.82,-27.71,-7.81,38.29,18.76,37.99
WALK,0.91,0.23,0,49.07,12.39,9.95,39.75,17.9,36.22
WALK,0.79,0.06,0.08,46.02,6.9,-19.71,38.79,15.81,36.96
WALK,0.9,0,0.15,36.07,21.97,-16.42,38.35,15.23,37.82
WALK,1.25,0.02,0.09,16.3,2.01,-12.08,37,15.65,39.98
WALK,1.37,-0.33,-0.01,6.77,-25.76,2.38,38.71,15.31,38.92
WALK,0.93,-0.18,-0.01,-41.75,-1.16,3.48,39.76,15.48,37.79
WALK,0.75,-0.07,0.05,-45.23,2.32,9.4,38.94,17.58,38.12
WALK,0.93,-0.07,0.15,-15.38,6.1,5.86,38.73,17.69,37.99
WALK,1.19,-0.13,0.19,-22.52,-4.76,1.16,38.73,18.54,38.7
WALK,1.27,0.28,0.12,4.88,-31.68,1.46,39.34,19.08,37.56
WALK,0.95,0.07,0.03,38.94,23.07,5.13,39.43,16.63,34.96
WALK,0.76,0,0.09,28.38,8.97,-11.78,38.59,15.05,37.21
WALK,0.89,0.01,0.14,16.91,13.43,-8.12,38.56,14.6,38.76
WALK,1.19,0.06,0.15,22.83,-2.62,-5.13,38.34,14.37,39.83
WALK,1.32,-0.32,0.03,3.85,-22.22,-4.03,40.43,14.12,38.35
WALK,1.12,-0.08,-0.05,-41.75,10.86,1.95,39.87,14.7,38.16
WALK,0.69,0.05,0.05,-44.07,4.15,19.65,38.93,15.44,37.99
WALK,0.86,-0.04,0.13,-7.02,10.93,13.49,38.21,15.58,39.28
WALK,1.36,-0.12,0.2,-38.02,-6.35,-3.66,38.6,15.45,38.67
WALK,1.25,0.34,0.06,4.58,-29.97,-12.15,39.09,17.97,37.29
WALK,1.02,0.1,0.03,35.83,20.2,-4.7,38.76,15.95,36.93
WALK,0.7,0.03,0.06,30.82,4.94,-6.41,38.35,15.06,37.08
WALK,0.87,0.05,0.18,17.82,13.24,-6.53,37.45,14.89,38.64
WALK,1.27,0.07,0.16,13.31,5.74,-5.68,37.57,14.59,38.13
WALK,1.17,-0.17,0.03,-17.4,-11.6,-13.79,38.24,14.12,38.4
WALK,1.04,-0.12,0.01,-26.06,8.54,5.68,38.46,15.11,36.49
WALK,0.76,-0.02,0.04,-34.24,5.8,10.86,38.17,15.81,37.72
WALK,0.85,-0.1,0.17,-7.45,-3.23,7.57,37.79,16.49,38.76
WALK,1.22,-0.09,0.14,7.32,-17.64,10.56,38.02,15.97,39.01
WALK,0.94,0.24,0.04,9.58,-17.64,11.84,38.68,15.33,36.23
WALK,1.14,0.11,0.07,35.1,30.33,9.22,38.61,13.27,37.52
WALK,0.72,0.09,0.05,19.47,19.1,-0.24,37.24,10.33,37.88
WALK,0.93,0.15,0.09,1.71,13.61,-7.51,36.15,10.18,41.48
WALK,1.23,0.23,0.18,7.87,-3.66,-18.55,36.3,11.51,42.09
WALK,0.94,-0.21,-0.09,-23.86,-1.4,-12.08,36.99,13.02,39.11
WALK,0.97,0.03,0,-61.1,1.95,15.63,37.88,14.44,39.36
WALK,0.7,0.03,0.03,-29.79,-1.1,6.9,37.29,16.08,40.27
WALK,0.96,-0.06,0.08,-10.99,-4.88,5.74,37.18,16.8,39.66
WALK,1.22,0.11,0.13,-11.23,-27.28,2.56,38,17.32,38.72
WALK,0.9,0.29,-0.04,46.08,-2.32,7.32,39.36,16.24,37.85
WALK,0.83,0.04,0.04,53.22,6.59,-15.32,39.05,13.34,37.71
WALK,0.81,0,0.1,30.94,17.64,-10.74,37.83,12.29,38.96
WALK,1.06,0.07,0.12,9.28,-0.31,-18.98,37.05,12.33,40.14
WALK,1.44,-0.2,0.06,10.68,-24.96,0.61,38.43,12.07,39.44
WALK,1,-0.19,-0.04,-44.13,7.57,-1.34,38.9,14.22,38.2
WALK,0.8,-0.06,0.06,-69.95,4.09,17.52,38.88,16.1,39.12
WALK,0.89,0.02,0.12,-35.77,13.92,16.54,37.92,16.94,38.95
WALK,1.22,-0.05,0.19,-18.62,-4.27,14.1,38.33,17.65,38.59
WALK,1.4,0.36,0.07,3.78,-26.55,-10.74,38.61,17.91,37.84
WALK,0.92,0.12,-0.04,50.6,19.47,5.31,38.49,16.93,36.13
WALK,0.74,0.14,0.03,44.19,7.32,-9.09,38.01,14.37,37.39
WALK,0.82,0.08,0.12,21.36,10.93,-8.91,36.82,13.29,39.7
WALK,1.26,0.13,0.14,19.23,4.52,-20.26,37.54,13.53,39.32
WALK,1.17,-0.36,0.03,-1.46,-26.67,-7.75,38.4,13.87,38.65
WALK,1.09,-0.03,0,-59.81,12.21,-2.99,38.5,15.55,38.27
WALK,0.74,0.01,0.07,-41.81,6.47,11.35,38.29,17.94,37.81
WALK,0.86,-0.07,0.11,-7.75,3.72,9.89,38.16,18.51,39.33
WALK,1.26,-0.07,0.16,-10.44,-7.14,3.6,37.29,17.94,39.23
WALK,1.08,0.3,0.06,34.36,-26.18,8.73,38.26,16.82,37.74
WALK,0.99,0.03,0.02,41.81,20.02,-4.46,37.95,14.21,37.93
WALK,0.75,0.09,0.09,29.85,13.12,-4.46,37.3,13.26,37.89
WALK,0.9,0.08,0.15,10.74,10.44,-10.99,36.07,12.74,38.45
WALK,1.21,0.11,0.14,6.35,2.44,-14.65,36.28,13.35,40.08
WALK,1.04,-0.24,-0.04,-18.74,-6.96,-12.7,37.68,13.57,39.65
WALK,1,-0.05,0,-64.39,8.73,12.88,37.63,16.35,39.05
WALK,0.78,0.02,0.03,-35.16,3.6,11.05,36.77,17.9,38.5
WALK,0.9,-0.05,0.07,-9.34,-2.75,8.67,37.21,18.21,39.78
WALK,1.19,-0.04,0.18,-21.73,-24.05,2.32,36.67,18.08,38.39
WALK,0.98,0.34,-0.01,36.32,-21.97,3.54,38.26,18.85,36.25
WALK,0.98,0.04,0.04,48.22,22.83,-10.74,38.29,16.25,36.89
WALK,0.78,0.04,0.09,35.71,23.01,-16.42,36.9,15.12,38.93
WALK,0.96,0.06,0.06,18.01,7.51,-14.59,36.93,14.76,40.33
WALK,1.28,-0.01,0.13,8.36,-24.6,-3.48,36.76,14.71,40.81
WALK,0.87,-0.31,-0.06,-39.86,-1.77,-9.52,38.67,15.36,38.38
WALK,0.93,-0.02,0,-59.51,1.1,12.39,38.39,18.64,38.32
WALK,0.78,-0.01,0.09,-16.24,8.18,7.93,38.12,20.34,38.59
WALK,1,-0.19,0.14,-5.92,-5.07,4.7,37.41,19.6,38.33
WALK,1.49,0.11,0.14,-7.69,-17.46,10.31,38.21,20.06,38.02
WALK,0.85,0.15,-0.01,36.68,12.94,23.13,38.9,16.7,36.1
WALK,0.83,0.06,0.07,29.48,5.68,-5.55,37.68,15.25,37.85
WALK,0.91,0.08,0.14,10.13,18.92,-13.12,37.66,14.94,38.13
WALK,1.06,0.06,0.06,13.06,-2.75,-15.38,36.76,15.69,39.67
WALK,1.4,-0.24,0.02,17.46,-18.86,-2.44,36.8,16.24,40.19
WALK,0.96,-0.21,-0.08,-40.22,4.82,-10.68,38.31,17.48,39.66
WALK,0.83,-0.04,0.02,-41.32,-7.69,3.11,38.01,19.81,37.05
WALK,0.83,-0.06,0.14,-8.24,10.13,10.86,38.18,19.8,37
WALK,1.1,-0.16,0.16,-2.75,-7.26,8.91,38.13,19.12,38.45
WALK,1.48,0.17,0.13,0.92,-21.12,16.24,38.17,18.96,37.45
WALK,0.9,0.09,0.01,38.88,22.83,11.96,38.78,16.59,36.15
WALK,0.79,0.06,0.07,29.48,13.18,-9.22,38.11,14.67,37.05
WALK,0.89,0.05,0.12,10.38,18.13,-9.83,36.74,13.76,39.95
WALK,1.28,0.06,0.1,9.22,11.29,-11.66,35.78,14.5,41.15
WALK,1.23,-0.31,0.02,-0.73,-7.87,-11.6,36.16,14.71,39.89
WALK,1.15,-0.12,-0.04,-50.84,11.41,1.22,36.9,16.21,41.22
WALK,0.71,-0.07,0.03,-37.23,0.98,13.37,36.46,18.57,40.92
WALK,0.9,-0.11,0.09,-12.33,7.51,9.28,35.89,18.76,40.82
WALK,1.16,-0.09,0.11,-25.39,-10.5,16.05,36.4,18.99,41.31
WALK,0.99,0.27,-0.13,35.95,-20.57,4.03,36.89,18.05,38.84
WALK,1.01,0.07,-0.02,32.78,18.31,0.61,35.86,15.89,40.63
WALK,0.75,0.06,0.03,38.39,10.5,-4.39,35.62,14.55,41.14
WALK,0.93,0.12,-0.01,10.93,-1.22,-14.1,34.86,12.66,41.8
WALK,1.46,0.07,0.06,21.67,-15.01,-12.02,35.34,13.62,40.89
WALK,0.89,-0.34,-0.17,-31.8,5.37,-4.64,35.97,14.7,39.54
WALK,0.92,-0.07,-0.01,-56.88,-4.27,11.17,36.46,17.33,40.39
WALK,0.81,-0.02,0.07,-29.54,2.81,8.18,36.49,18.65,39.59
WALK,1.12,-0.14,0.14,-5,-8.42,13.12,36.62,18.95,39.73
WALK,1.47,0.22,0.07,5.37,-15.69,8.12,36.84,18.97,38.2
WALK,1.03,0.12,-0.11,53.65,28.56,14.89,37.6,16.89,38.98
WALK,0.76,0.08,0.05,49.5,6.84,-3.97,36.24,12.43,39.43
WALK,0.85,0.06,0.1,11.84,10.44,-6.59,36.22,11.02,39.23
WALK,1.25,0.09,0.11,3.11,4.58,-23.74,35.73,12.01,39.89
WALK,1.19,-0.27,0.06,-26,-11.78,-19.35,36.72,12.65,38.88
WALK,1.11,-0.02,-0.01,-51.94,14.53,-6.77,36.52,16.02,39.42
WALK,0.69,-0.05,0.05,-29.3,8.3,13.18,36.34,17.86,39.07
WALK,0.92,-0.11,0.11,-12.51,-1.46,11.17,35.36,17.96,39.09
WALK,1.23,-0.09,0.16,-32.17,-13.18,9.46,35.6,18.52,39.72
WALK,0.95,0.31,-0.13,31.19,-22.52,5.92,36.72,18.64,38.01
WALK,0.97,0.07,0.01,41.56,12.94,-1.28,36.46,16.28,38.78
WALK,0.77,0.07,0.09,38.76,7.57,-2.26,35.85,13.9,38.39
WALK,0.96,0.13,0.14,3.97,7.51,-7.87,35.67,12.12,39.61
WALK,1.24,0.18,0.11,35.83,-4.33,-0.73,35.25,12.56,39.55
WALK,0.91,-0.19,-0.14,-0.37,-2.2,-5,36.9,11.54,39.82
WALK,1,0.03,0,-47.42,-2.32,-4.27,36.72,13.28,39.42
WALK,0.7,-0.02,0.08,-22.95,-2.14,4.27,37.27,14.48,38.11
WALK,0.9,-0.14,0.1,-25.45,0,0.43,36.51,15.81,39.93
WALK,1.43,0.07,0,-13.92,-13.79,1.95,36.91,17.25,39.32
WALK,0.9,0.21,-0.16,31.92,3.97,8.73,37.34,17.2,38.21
WALK,0.89,0.06,0.02,38.88,2.26,-10.93,36.11,14.79,38.82
WALK,0.79,0.04,0.08,28.14,12.15,-6.9,35.8,13.26,38.99
WALK,1.07,0.1,-0.03,15.69,-2.08,-9.58,36.23,13.17,40.12
WALK,1.44,-0.24,-0.01,0.73,-7.39,1.46,36.77,13.23,41.05
